"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @TuKatniss: Josh y Julianne anoche en el after party de Vanity Fair #Oscars2015 http://t.co/SCWqa0tGwB",FALSE,0,NA,2015-02-26 05:18:43,FALSE,NA,"570815197645918208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lilyaguirre5",44,TRUE,FALSE,NA,NA
"RT @KevinMurphyIntl: Congrats to Best Actor winner #EddieRedmayne! Grooming by @akgroomer using K.M EASY.RIDER @artdeptwork #Oscars2015 htt…",FALSE,0,NA,2015-02-26 05:18:39,FALSE,NA,"570815184131923968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bettyebh",5,TRUE,FALSE,NA,NA
"""@TucsonSentinel: Video: ScarJo loves downtown Tucson!  It's where she hides from Travolta!  #Oscars2015  http://t.co/Ybq3Z66SGB @ScarIettJ""",FALSE,0,NA,2015-02-26 05:16:57,FALSE,NA,"570814756916830208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KristieRabago",0,FALSE,FALSE,NA,NA
"RT @KimKanyeKimyeFC: WOW!! @chrissyteigen on her #wifelife duties in a beautiful gown by Zuhair Murad! #Oscars2015 http://t.co/0EZXnTTuFu",FALSE,0,NA,2015-02-26 05:16:33,FALSE,NA,"570814653980221440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jack_annj",234,TRUE,FALSE,NA,NA
"RT @ReneeBargh: #Vanityfair #oscars2015 thank you @albrightfashion @kaufmanfranco @juliekozakextra love this dress! http://t.co/t9liCwayB9",FALSE,0,NA,2015-02-26 05:16:33,FALSE,NA,"570814653162500096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Itsdelirious",2,TRUE,FALSE,NA,NA
"RT @SincerelyTumblr: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/IkxioIOztI",FALSE,0,NA,2015-02-26 05:16:11,FALSE,NA,"570814563156758528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Toxic_Invasion",2579,TRUE,FALSE,NA,NA
"RT @JustJared: Margot Robbie gets daring with a low-cut gown on the #Oscars2015 red carpet: http://t.co/MBJNzhWIxv http://t.co/0cgZk3YqbY",FALSE,0,NA,2015-02-26 05:16:03,FALSE,NA,"570814529413758976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arockz",31,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:16:02,FALSE,NA,"570814525298970624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JinxMcGillicudd",8,TRUE,FALSE,NA,NA
"RT @RedVines: We're ready for the #Oscars2015 are you?! http://t.co/dhoyUUf9Oy",FALSE,0,NA,2015-02-26 05:16:01,FALSE,NA,"570814521519923200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MaximoffTV",15,TRUE,FALSE,NA,NA
"RT @justjaredjr: .@ChloeGMoretz's #Oscars2015 beauty look is so pretty! http://t.co/K8y3p77var http://t.co/vEvwsTTKpp",FALSE,0,NA,2015-02-26 05:16:01,FALSE,NA,"570814519448104961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grind_timeeeee",578,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:15:36,FALSE,NA,"570814415043325952",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BrophE",8,TRUE,FALSE,NA,NA
"RT @Skype: A red carpet moment can happen anywhere. #TreatYourself #Oscars2015 http://t.co/NLbVlYUoEn http://t.co/rnGplTMD73",FALSE,0,NA,2015-02-26 05:15:25,FALSE,NA,"570814370319601666",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kaktusalex1",24,TRUE,FALSE,NA,NA
"RT @natalieevamarie: Love this shot of my @MCCOSTELLO31 wedding gown<ed><U+00A0><U+00BD><ed><U+00B2><U+0083> can't wait to show you my @RealMTCostello for the #Oscars2015 http://…",FALSE,0,NA,2015-02-26 05:15:08,FALSE,NA,"570814298143875074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1Chaotic_Beauty",154,TRUE,FALSE,NA,NA
"RT @joshuahorowitz: Caught up w/@ChloeGMoretz aka ""I only date winners"" Moretz. That's always fun. https://t.co/cN11FBOK4R #Oscars2015",FALSE,0,NA,2015-02-26 05:15:03,FALSE,NA,"570814278095081472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BTendeland",240,TRUE,FALSE,NA,NA
"RT @ISIS_All_TheWay: #Oscars2015 No piece , No words but by  cannons  , THE FLAME OF WAR will take you and your whole economy http://t.co/d…",FALSE,0,NA,2015-02-26 05:14:56,FALSE,NA,"570814249536233473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msm606740781",1,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 05:14:55,FALSE,NA,"570814244272230401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fattah_Ramadhan",16289,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:14:55,FALSE,NA,"570814243311898624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Asant316WWE",8,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:14:41,FALSE,NA,"570814183643742210",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HEELatkins1",8,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:14:16,FALSE,NA,"570814081239642112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EHAPPodcast",8,TRUE,FALSE,NA,NA
"What happened to @SeeNIGHTCRAWLER? Wanted to see #Oscars2015 recognise the stellar work in it #politics?",FALSE,0,NA,2015-02-26 05:13:30,FALSE,NA,"570813886644891648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArtCollide",0,FALSE,FALSE,NA,NA
"RT @TomAdelsbach: ""I know it was you John Travolta. You broke my heart. You broke my heart!""
#Oscars2015 #JohnTravolta @TheRevBobLevy http:…",FALSE,0,NA,2015-02-26 05:13:13,FALSE,NA,"570813816730230785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRevBobLevy",5,TRUE,FALSE,NA,NA
"RT @LGMonsterFacts: Julie Andrews called Lady Gaga after the #Oscars2015 to congratulate her on her incredible performance tonight. http://…",FALSE,0,NA,2015-02-26 05:13:07,FALSE,NA,"570813788519342081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abryant1115",227,TRUE,FALSE,NA,NA
"Awards for the disabled? http://t.co/rdqnlCvWlW
#Oscars2015",FALSE,0,NA,2015-02-26 05:13:04,FALSE,NA,"570813778381504512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SubhashK_Jha",0,FALSE,FALSE,NA,NA
"Behind The Most Talked-About Acceptance Speech At The #Oscars2015 via @BuzzFeed  @MrGrahamMoore #stayweird  http://t.co/vsCqx9XXyl",FALSE,0,NA,2015-02-26 05:13:04,FALSE,NA,"570813776221605888",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","eden4peace",0,FALSE,FALSE,NA,NA
"Margot Robbie will play Harley Quinn WATCH - http://t.co/FHaYaG2EOS 
 #MargotRobbie @MargotRobbie #Oscars2015 #LA",FALSE,0,NA,2015-02-26 05:13:01,FALSE,NA,"570813765815562240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gnegnrsihtrki",0,FALSE,FALSE,NA,NA
"RT @AnnieHallFilm: The only way I can feel it was worth it is if @ilazer and @abbijacobson jump out of @ActuallyNPH 's box. #Oscars2015",FALSE,0,NA,2015-02-26 05:12:57,FALSE,NA,"570813746861506560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KevinWithAnI",3,TRUE,FALSE,NA,NA
"RT @RosieHW: Starry evening at the #VanityFairOscarParty in LA last night wearing @ALEXVAUTHIER #Oscars2015 <ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB><U+2728><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> http://t.co/LpuOYjkge6",FALSE,0,NA,2015-02-26 05:12:42,FALSE,NA,"570813683728666625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yayaviiiin",399,TRUE,FALSE,NA,NA
"RT @varun067: Good day to pretend Birdman is the best movie ever made even if you haven't seen it. #Oscars2015",FALSE,0,NA,2015-02-26 05:12:30,FALSE,NA,"570813633397022720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RenuBrettLee",8,TRUE,FALSE,NA,NA
"RT @JD_Sauce70: ""@TomAdelsbach: John Travolta, Bill Cosby and Joe Biden UNLEASHED!
#Oscars2015 
@TheRevBobLevy http://t.co/FgZy5apO4V"" @jim…",FALSE,0,NA,2015-02-26 05:12:06,FALSE,NA,"570813533308493824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRevBobLevy",8,TRUE,FALSE,NA,NA
"Where's Rambo will smith super spider N bat men go
Your heroes are in Cinemas,but in reality you defend gays rights better
#Oscars2015
#Fact",FALSE,0,NA,2015-02-26 05:11:51,FALSE,NA,"570813471765307393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ISIS_All_TheWay",0,FALSE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 05:11:48,FALSE,NA,"570813458683273216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jpvt76",16903,TRUE,FALSE,NA,NA
"RT @LGMonsterFacts: The #Oscars2015 started 10 minutes ago and Lady Gaga's outfit is the most talked about &amp; viral moment of the night! htt…",FALSE,0,NA,2015-02-26 05:11:39,FALSE,NA,"570813420007792641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robbytschiember",588,TRUE,FALSE,NA,NA
"RT @victoriarusso: Very deserved RT @htShowbiz: #Oscars2015... And the #BestSupportingActor award goes to... http://t.co/WRywlyFGei",FALSE,0,NA,2015-02-26 05:11:36,FALSE,NA,"570813408142106624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","9Spokane",1,TRUE,FALSE,NA,NA
"RT @Josh_Suchon: #StayWeird was the best acceptance speech at #Oscars2015. The best performance is when Lady Gaga did not act weird.",FALSE,0,NA,2015-02-26 05:11:13,FALSE,NA,"570813313786884097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markasaxon",1,TRUE,FALSE,NA,NA
"RT @SivaKaneswaran: Elton John Academy Awards Party #Oscars2015 #EJAF2015 http://t.co/Ase04Q3E3G",FALSE,0,NA,2015-02-26 05:11:05,FALSE,NA,"570813279137722369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mollydenisselpz",428,TRUE,FALSE,NA,NA
"RT @THR: #Oscars2015: Emmanuel Lubezki Becomes Second Cinematographer to Win Back-to-Back Honors http://t.co/fg97SkowPv http://t.co/4C1q0Pt…",FALSE,0,NA,2015-02-26 05:10:40,FALSE,NA,"570813174464655360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ara_Acevo",564,TRUE,FALSE,NA,NA
"RT @CNNMoney: Meet the mini #Oscars2015 a-listers http://t.co/cYboFVDOYQ @toddlewood @Oprah http://t.co/todRDo5mdN",FALSE,0,NA,2015-02-26 05:10:40,FALSE,NA,"570813172917121024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jngator05",20,TRUE,FALSE,NA,NA
"I honestly have new found respect for @ladygaga she was so graceful and elegant at the #Oscars2015 she is an inspiring woman<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",FALSE,1,NA,2015-02-26 05:10:09,FALSE,NA,"570813042142932992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","li2721",0,FALSE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 05:10:03,FALSE,NA,"570813018285584384",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","lili_torres1717",16289,TRUE,FALSE,NA,NA
"RT @kyrosjewelry: Beautiful statement necklace! Available at #KyrosJewelry #Oscars2015 #love #fashion #Follow http://t.co/1TwpLvRtxs",FALSE,0,NA,2015-02-26 05:09:51,FALSE,NA,"570812966674636800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Noilly04",1,TRUE,FALSE,NA,NA
"It WAS me! <ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BC><ed><U+00BE><U+008A> A still from my #Samsung commercial that aired during the #oscars2015 Everyone has been so sweet and… http://t.co/gmYXnzKmEk",FALSE,0,NA,2015-02-26 05:09:20,FALSE,NA,"570812840149458944",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","MissLuLuLam",0,FALSE,FALSE,NA,NA
"RT @JoshIwunze: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/4aNUW9owQv",FALSE,0,NA,2015-02-26 05:09:14,FALSE,NA,"570812812609478656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jonarodriguez9",1181,TRUE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 05:09:11,FALSE,NA,"570812798789296128",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","A7medJuven",16903,TRUE,FALSE,NA,NA
"RT @NASA: In @Interstellar, they explored new worlds. @NASAKepler really finds them: http://t.co/KARJWhAK2O #Oscars2015 #Oscars http://t.co…",FALSE,0,NA,2015-02-26 05:08:59,FALSE,NA,"570812749527121921",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JuankiMartinez_",1602,TRUE,FALSE,NA,NA
"RT @samkalidi: #TylerOakley looks great. #Oscars2015 http://t.co/Ij4Bw1N4Tx",FALSE,0,NA,2015-02-26 05:08:33,FALSE,NA,"570812641368805377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mnm7891",243,TRUE,FALSE,NA,NA
"RT @realhotpackage: Jeff Deane Turner reviews a movie with black guys in it. #Oscars2015 http://t.co/C55KyzC6Ag",FALSE,0,NA,2015-02-26 05:08:27,FALSE,NA,"570812614122598400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deathklock77769",1,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 05:08:16,FALSE,NA,"570812569566322688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaloGonzGermtta",16289,TRUE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 05:08:15,FALSE,NA,"570812564969549825",NA,"<a href=""http://twitter.com/carbonandroid"" rel=""nofollow"">Carbon for Android</a>","Bobo_PK",16903,TRUE,FALSE,NA,NA
"RT @justjaredjr: .@ChloeGMoretz's #Oscars2015 beauty look is so pretty! http://t.co/K8y3p77var http://t.co/vEvwsTTKpp",FALSE,0,NA,2015-02-26 05:08:01,FALSE,NA,"570812507658391553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jashxran",578,TRUE,FALSE,NA,NA
"Rosamund Pike's Pre-Oscar 2015 Morning WATCH - http://t.co/7AaHRS3BgX 
 #RosamundPike #Oscars2015 #LA",FALSE,0,NA,2015-02-26 05:07:58,FALSE,NA,"570812495172128768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gnegnrsihtrki",0,FALSE,FALSE,NA,NA
"@@SuccessFlowLiz Nobody but this shoe-polish guy deserves an oscar https://t.co/mTRn2EoXah #Oscars2015",FALSE,0,NA,2015-02-26 05:07:38,FALSE,NA,"570812412221239296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RG_WeThePeople",0,FALSE,FALSE,NA,NA
"""@MTV: Can you get any more adorable, Eddie Redmayne? http://t.co/b4U2SJIs9E #Oscars2015 http://t.co/9hOBbZn9Pq"" <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2015-02-26 05:07:31,FALSE,NA,"570812381565222912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alseinis",0,FALSE,FALSE,NA,NA
"RT @charcatbagan09: WOW!! #BigHero6 WINS AN OSCAR!!!!! #Oscars2015 LOOOOOVE THAT MOVIE",FALSE,0,NA,2015-02-26 05:07:19,FALSE,NA,"570812331208216576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lhubssmherntot",2,TRUE,FALSE,NA,NA
"RT @LongBeachIndie: Official Deadline 3/1. Submit @filmfreeway @TheFridaCinema #longbeach #webserieschat #Oscars2015 @wifdallas http://t.co…",FALSE,0,NA,2015-02-26 05:07:12,FALSE,NA,"570812301546299392",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","TokyoLiftOff",6,TRUE,FALSE,NA,NA
"RT @XforJunior: Everyone else go home. #Oscars2015 http://t.co/vn071RMQt9",FALSE,0,NA,2015-02-26 05:06:59,FALSE,NA,"570812247271981056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mayarsheriif",111,TRUE,FALSE,NA,NA
"RT @LongBeachIndie: Official Deadline 3/1. Submit @filmfreeway @TheFridaCinema #longbeach #webserieschat #Oscars2015 @wifdallas http://t.co…",FALSE,0,NA,2015-02-26 05:06:40,FALSE,NA,"570812168519737344",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","LA_LiftOffFest",6,TRUE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 05:06:36,FALSE,NA,"570812148898598912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","klcta1",16903,TRUE,FALSE,NA,NA
"WOW!! #BigHero6 WINS AN OSCAR!!!!! #Oscars2015 LOOOOOVE THAT MOVIE",FALSE,5,NA,2015-02-26 05:06:20,FALSE,NA,"570812082939015168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charcatbagan09",2,FALSE,FALSE,NA,NA
"RT @NASA: .@Interstellar won #Oscars2015 for visual effects. Here's a visual of Earth. No effects. https://t.co/5V55bJ2e5D http://t.co/ekQO…",FALSE,0,NA,2015-02-26 05:05:49,FALSE,NA,"570811955209900032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adrifadi",16903,TRUE,FALSE,NA,NA
"RT @NASA: Last night, Eddie Redmayne won #Oscars2015 best actor playing Stephen Hawking. Hawking on space exploration: [video] http://t.co/…",FALSE,0,NA,2015-02-26 05:05:46,FALSE,NA,"570811940135505920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adrifadi",423,TRUE,FALSE,NA,NA
"RT @WhennBoys: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/tiAiZNrmx2",FALSE,0,NA,2015-02-26 05:05:40,FALSE,NA,"570811913661255682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrookeKaliegh_7",1923,TRUE,FALSE,NA,NA
"RT @KardashianReact: Jennifer Lopez at the 1997 Oscars vs #Oscars2015 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> http://t.co/hRM1wCJiLJ",FALSE,0,NA,2015-02-26 05:05:30,FALSE,NA,"570811871806107648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dayre_0611",2110,TRUE,FALSE,NA,NA
"RT @WendyBrandes: Pearl and tsavorite cufflinks for #Oscars2015 http://t.co/1bKqEQgzFB #Oscars #AcademyAwards #cufflinks #mensjewelry #pear…",FALSE,0,NA,2015-02-26 05:05:18,FALSE,NA,"570811825198993409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZhuliaJewels",1,TRUE,FALSE,NA,NA
"RT @PacSun: Maybe next year, John. #hope #Oscars2015 http://t.co/7vh64EJKJT",FALSE,0,NA,2015-02-26 05:04:59,FALSE,NA,"570811744290893825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johannaroseberg",53,TRUE,FALSE,NA,NA
"Glory #Oscars2015",FALSE,0,NA,2015-02-26 05:04:57,FALSE,NA,"570811733591240704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcbgrrr",0,FALSE,FALSE,NA,NA
"RT @ISIS_Med: Abu Bakr al Baghdadi: The most mysterious actor award. #Oscars2015 #ISISoscars",FALSE,0,NA,2015-02-26 05:04:49,FALSE,NA,"570811700787740672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WeLoveBacon5102",9,TRUE,FALSE,NA,NA
"RT @ndtv: #Oscars2015: Complete list of winners http://t.co/Jgfau226qX http://t.co/7ZzJVM9Kbq",FALSE,0,NA,2015-02-26 05:04:30,FALSE,NA,"570811622618324992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itshaileshk",118,TRUE,FALSE,NA,NA
"RT @JL_Promotional: #Oscars2015 :
@JaredLeto &amp; Benedict Cumberbatch
(Photo by Justin Bishop) http://t.co/sdGG0HOn4D",FALSE,0,NA,2015-02-26 05:04:27,FALSE,NA,"570811609809088512",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","piercethej",134,TRUE,FALSE,NA,NA
"RT @AnnieHallFilm: classy for Gaga to call Andrews ""incomparable"" after her tribute #Oscars2015",FALSE,0,NA,2015-02-26 05:04:10,FALSE,NA,"570811536777846785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Burlesque_Beat",1,TRUE,FALSE,NA,NA
"RT @EmWatson: So thrilled for Eddie!!!!!! #Oscars2015  #TheoryofEverything",FALSE,0,NA,2015-02-26 05:03:58,FALSE,NA,"570811487335395328",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Damaris4d",12564,TRUE,FALSE,NA,NA
"RT @AnnieHallFilm: how do 4 guys all fit their hands on the keyboard? #BirdmanMovie #Oscars2015",FALSE,0,NA,2015-02-26 05:03:54,FALSE,NA,"570811469325078528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Burlesque_Beat",2,TRUE,FALSE,NA,NA
"RT @TheEllenShow: .@LadyGaga made me want to climb a mountain. She also made me want to ford every stream and I don't even know what that m…",FALSE,0,NA,2015-02-26 05:03:30,FALSE,NA,"570811368682749952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wal3r",16289,TRUE,FALSE,NA,NA
"RT @LongBeachIndie: Official Deadline 3/1. Submit @filmfreeway @TheFridaCinema #longbeach #webserieschat #Oscars2015 @wifdallas http://t.co…",FALSE,0,NA,2015-02-26 05:03:13,FALSE,NA,"570811297526370304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aries_blond",6,TRUE,FALSE,NA,NA
"RT @LongBeachIndie: Official Deadline 3/1. Submit @filmfreeway @TheFridaCinema #longbeach #webserieschat #Oscars2015 @wifdallas http://t.co…",FALSE,0,NA,2015-02-26 05:03:09,FALSE,NA,"570811280648327168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheFridaCinema",6,TRUE,FALSE,NA,NA
"RT @LongBeachIndie: Official Deadline 3/1. Submit @filmfreeway @TheFridaCinema #longbeach #webserieschat #Oscars2015 @wifdallas http://t.co…",FALSE,0,NA,2015-02-26 05:03:03,FALSE,NA,"570811258544513026",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","AmstLiftOff",6,TRUE,FALSE,NA,NA
"I am blown away by Boyhood. It is amazing. And I have a massive crush on Mason Jr. #wow #Oscars2015 #Boyhood #EllarColtrane #superb #movies",FALSE,0,NA,2015-02-26 05:02:53,FALSE,NA,"570811215821336576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hot2MollyT",0,FALSE,FALSE,"0","0"
"@ms_swiz The fact that women make less money than men doing the same amount of work. 
#Oscars2015 #NotCool #WomenDeserveMore #Hum107B",FALSE,0,"ms_swiz",2015-02-26 05:02:51,FALSE,NA,"570811207537418240","2734895294","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amazing_Amani",0,FALSE,FALSE,NA,NA
